INFO 2024-06-06 19:30:50,791 autoreload Watching for file changes with StatReloader
INFO 2024-06-06 19:31:15,544 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,545 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,563 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,565 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,566 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,567 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,568 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,568 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,579 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,580 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,582 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,583 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,588 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,590 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,591 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,592 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,593 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,594 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,595 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,596 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,597 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,598 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,599 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,601 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,602 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,603 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,605 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,607 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,608 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,610 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,611 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,612 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,613 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,614 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,615 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,616 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,617 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,618 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,619 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,621 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,623 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,624 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,625 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,626 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,627 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,629 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,630 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,631 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,632 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,634 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,635 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,640 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,641 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,643 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,644 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,645 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,646 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,647 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,648 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,649 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,650 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,652 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,653 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,654 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,656 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,657 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,658 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,660 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,670 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,672 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,673 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,674 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,687 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,697 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,699 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,715 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,720 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,722 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,723 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,751 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,753 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,754 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,755 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,756 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,756 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,757 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,758 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,767 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,768 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,769 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,770 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,771 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,771 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,772 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,773 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,774 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,775 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,775 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,776 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,777 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,885 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,890 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,925 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,930 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,936 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,938 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,940 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,942 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,946 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,955 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,958 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,959 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,961 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,962 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,973 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,975 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,977 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,981 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,982 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,983 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,984 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,985 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,986 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,987 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,988 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,988 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,989 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,993 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,994 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,995 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:15,996 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,011 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,012 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,013 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,014 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,015 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,015 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,016 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,017 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,018 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,220 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,224 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,227 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,231 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,241 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,249 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,251 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,255 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,258 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,259 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,280 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,284 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,287 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,288 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,289 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,303 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,305 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,306 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,331 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,332 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,341 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,343 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,344 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,345 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,346 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,347 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,348 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,349 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,350 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,350 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,351 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,352 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,353 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,354 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,355 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,356 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,387 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,389 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,391 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,392 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,393 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,394 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,395 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,396 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,397 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,404 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,420 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,423 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,424 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,425 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,426 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,427 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,428 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,429 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,430 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,430 views Existing Contact - Full Name: ['Aryan'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': ['(972) 800-4944'], 'home': [], 'pref': []}
INFO 2024-06-06 19:31:16,431 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,432 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,433 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,433 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,434 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,435 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,436 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,437 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,438 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,439 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,440 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,441 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,442 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,442 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,443 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,444 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,445 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,446 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,447 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,448 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,449 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,450 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,451 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,452 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,452 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,453 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,454 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,455 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,456 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,457 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,458 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,459 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,460 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,461 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,462 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,463 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,464 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,465 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,485 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,487 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,488 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,489 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,490 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,491 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,492 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,493 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,494 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,507 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,509 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,510 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,511 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,511 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,513 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,514 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,515 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,515 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,516 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,517 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,518 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,519 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,520 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,521 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,522 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,523 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,524 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,525 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,526 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,527 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,527 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,529 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,530 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,531 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,532 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,533 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,533 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,534 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,535 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,536 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,537 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,538 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,539 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,540 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,541 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,542 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,543 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,544 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,545 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,546 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,547 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,548 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,549 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,550 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,551 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,552 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,553 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,554 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,555 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,555 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,556 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,557 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,558 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,559 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,560 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,561 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:31:16,561 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,562 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:31:16,562 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,562 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:31:16,563 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,563 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:31:16,563 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,564 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:31:16,564 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,565 views Existing Contact - Full Name: ['Q'], Company: , Photo Path: , Email: {'home': [], 'internet': []}, Phone No: {'cell': [], 'home': [], 'pref': []}
INFO 2024-06-06 19:31:16,565 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,566 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,571 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,576 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,577 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,582 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,589 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,596 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,608 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,610 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,611 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,612 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,613 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,613 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,614 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,616 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,617 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:31:16,620 views QuerySet:
INFO 2024-06-06 19:31:16,621 basehttp "POST /api/parse-vcf/ HTTP/1.1" 200 63837
INFO 2024-06-06 19:36:30,507 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,513 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,526 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,713 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,727 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,735 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,738 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,745 views  List List(id=115, name=My Contacts)
INFO 2024-06-06 19:36:30,747 views  List List(id=115, name=My Contacts)
